iterCount,type,time,latitude,longitude,depth,scalar,AnomalyScore,AnomalyMean_Windowsize,AnomalyLikelihood,logLikelihood,place,id,prediction
245,earthquake,2010-07-04T05:21:15.540Z,18.528,145.085,464.6,5.4,1.0,"(0.76016260162601623, None)",0.5,0.0301029996658834,"Pagan region, Northern Mariana Islands",usp000hevr,None
246,earthquake,2010-07-04T06:57:44.810Z,-8.469,-80.471,28.7,5.7,0.0,"(0.75708502024291502, None)",0.5,0.0301029996658834,off the coast of northern Peru,usp000hevz,None
247,earthquake,2010-07-04T13:38:32.640Z,-14.884,-174.625,10,5,0.0,"(0.75403225806451613, None)",0.5,0.0301029996658834,Samoa Islands region,usp000hewf,None
248,earthquake,2010-07-04T16:13:42.860Z,-15.027,-174.615,10,5.3,1.0,"(0.75502008032128509, None)",0.5,0.0301029996658834,Tonga,usp000hewk,None
249,earthquake,2010-07-04T21:55:51.980Z,39.697,142.369,27,6.3,0.0,"(0.752, None)",0.5,0.0301029996658834,"near the east coast of Honshu, Japan",usp000heww,None
250,earthquake,2010-07-05T15:57:36.580Z,-54.174,-136.867,10,5.3,1.0,"(0.75298804780876494, None)",0.5,0.0301029996658834,Pacific-Antarctic Ridge,usp000hexn,None
251,earthquake,2010-07-05T21:47:27.120Z,-57.515,157.61,11.6,5.1,0.0,"(0.75, None)",0.5,0.0301029996658834,Macquarie Island region,usp000hexy,None
252,earthquake,2010-07-06T00:38:48.850Z,-2.673,141.413,8,5,0.0,"(0.74703557312252966, None)",0.5,0.0301029996658834,"near the north coast of New Guinea, Papua New Guinea",usp000hey3,None
253,earthquake,2010-07-06T01:16:20.200Z,-8.866,157.532,36.4,5.2,0.0,"(0.74409448818897639, None)",0.5,0.0301029996658834,Solomon Islands,usp000hey4,None
254,earthquake,2010-07-06T08:12:01.800Z,-50.453,114.266,10,5,0.0,"(0.74117647058823533, None)",0.5,0.0301029996658834,western Indian-Antarctic Ridge,usp000heyj,None
255,earthquake,2010-07-06T12:21:43.550Z,-50.477,114.179,10,5,0.0,"(0.73828125, None)",0.5,0.0301029996658834,western Indian-Antarctic Ridge,usp000heyu,None
256,earthquake,2010-07-06T13:47:49.640Z,10.358,-62.448,49.5,5,0.0,"(0.7354085603112841, None)",0.5,0.0301029996658834,"Gulf of Paria, Venezuela",usp000heyx,None
257,earthquake,2010-07-06T13:54:02.140Z,-35.619,-71.953,47.2,5,1.0,"(0.73643410852713176, None)",0.5,0.0301029996658834,"Maule, Chile",usp000heyy,None
258,earthquake,2010-07-06T16:38:05.760Z,-22.353,171.651,128.6,5.3,0.0,"(0.73359073359073357, None)",0.5,0.0301029996658834,southeast of the Loyalty Islands,usp000hez3,None
259,earthquake,2010-07-06T18:02:10.140Z,-53.73,140.606,10,5.3,0.0,"(0.73076923076923073, None)",0.5,0.0301029996658834,west of Macquarie Island,usp000hez5,None
260,earthquake,2010-07-06T18:28:22.420Z,-53.752,140.728,10,5,0.0,"(0.72796934865900387, None)",0.5,0.0301029996658834,west of Macquarie Island,usp000hez7,None
261,earthquake,2010-07-06T19:08:25.870Z,29.841,80.397,32.8,5,0.0,"(0.72519083969465647, None)",0.5,0.0301029996658834,Nepal-India border region,usp000hez9,None
262,earthquake,2010-07-07T06:50:40.970Z,-6.169,154.424,35,5.9,0.0,"(0.72243346007604559, None)",0.5,0.0301029996658834,"Bougainville region, Papua New Guinea",usp000hezn,None
263,earthquake,2010-07-07T09:13:31.610Z,-6.08,154.508,35,5.3,0.0,"(0.71969696969696972, None)",0.5,0.0301029996658834,"Bougainville region, Papua New Guinea",usp000hezs,None
264,earthquake,2010-07-07T10:50:16.940Z,-6.068,154.446,35,5,0.0,"(0.71698113207547165, None)",0.5,0.0301029996658834,"Bougainville region, Papua New Guinea",usp000hezw,None
265,earthquake,2010-07-07T11:31:21.300Z,-4.073,-103.734,10,5,0.0,"(0.7142857142857143, None)",0.5,0.0301029996658834,central East Pacific Rise,usp000hezy,None
266,earthquake,2010-07-07T20:38:54.550Z,8.955,-75.654,39.3,5,0.0,"(0.71161048689138573, None)",0.5,0.0301029996658834,northern Colombia,usp000hf0b,None
267,earthquake,2010-07-07T23:53:33.530Z,33.42,-116.489,14,5.5,0.0,"(0.70895522388059706, None)",0.5,0.0301029996658834,Southern California,usp000hf0e,None
268,earthquake,2010-07-08T04:55:17.060Z,-5.62,153.815,71.4,5.2,0.0,"(0.70631970260223054, None)",0.5,0.0301029996658834,"New Ireland region, Papua New Guinea",usp000hf0w,None
269,earthquake,2010-07-08T12:48:21.980Z,-24.007,-179.788,510.7,5.8,0.0,"(0.70370370370370372, None)",0.5,0.0301029996658834,south of the Fiji Islands,usp000hf19,None
270,earthquake,2010-07-08T13:46:58.420Z,14.372,93.26,35,5,0.0,"(0.70110701107011075, None)",0.5,0.0301029996658834,"Andaman Islands, India region",usp000hf1a,None
271,earthquake,2010-07-08T19:43:37.810Z,24.421,122.11,24.6,5,1.0,"(0.70220588235294112, None)",0.5,0.0301029996658834,Taiwan region,usp000hf1h,None
272,earthquake,2010-07-09T00:41:19.540Z,24.753,122.596,126.3,5.2,0.0,"(0.69963369963369959, None)",0.5,0.0301029996658834,Taiwan region,usp000hf1u,None
273,earthquake,2010-07-09T08:39:05.650Z,-6.335,-107.518,10,5,0.0,"(0.6970802919708029, None)",0.5,0.0301029996658834,central East Pacific Rise,usp000hf24,None
274,earthquake,2010-07-09T10:13:38.760Z,-6.04,105.495,67.6,5.1,0.0,"(0.69454545454545458, None)",0.5,0.0301029996658834,"Sunda Strait, Indonesia",usp000hf2a,None
275,earthquake,2010-07-09T11:16:15.900Z,-49.284,120.832,10,5.2,0.0,"(0.69202898550724634, None)",0.5,0.0301029996658834,western Indian-Antarctic Ridge,usp000hf2b,None
276,earthquake,2010-07-09T15:17:48.340Z,52.164,142.123,22.7,5,1.0,"(0.69314079422382668, None)",0.5,0.0301029996658834,"Sakhalin, Russia",usp000hf2j,None
277,earthquake,2010-07-09T16:56:30.120Z,-6.005,147.076,10,5,0.0,"(0.69064748201438853, None)",0.5,0.0301029996658834,"eastern New Guinea region, Papua New Guinea",usp000hf2k,None
278,earthquake,2010-07-09T22:57:17.810Z,-46.06,-75.589,14.9,5.3,0.0,"(0.68817204301075274, None)",0.5,0.0301029996658834,"near the coast of Aisen, Chile",usp000hf2z,None
279,earthquake,2010-07-10T05:39:43.080Z,14.006,145.026,136,5.6,0.0,"(0.68571428571428572, None)",0.5,0.0301029996658834,"Rota region, Northern Mariana Islands",usp000hf3f,None
280,earthquake,2010-07-10T06:18:23.650Z,-39.923,-16.526,10,5.2,0.0,"(0.68327402135231319, None)",0.5,0.0301029996658834,southern Mid-Atlantic Ridge,usp000hf3g,None
281,earthquake,2010-07-10T08:42:28.680Z,-10.532,161.338,59.5,5,0.0,"(0.68085106382978722, None)",0.5,0.0301029996658834,Solomon Islands,usp000hf3k,None
282,earthquake,2010-07-10T11:43:32.790Z,11.143,145.999,13,6.3,0.0,"(0.67844522968197885, None)",0.5,0.0301029996658834,south of the Mariana Islands,usp000hf3t,None
283,earthquake,2010-07-10T12:54:19.920Z,-7.863,158.709,47.2,5.7,0.0,"(0.676056338028169, None)",0.5,0.0301029996658834,Solomon Islands,usp000hf3w,None
284,earthquake,2010-07-10T14:49:50.970Z,-25.261,-176.538,72.8,5,0.0,"(0.67368421052631577, None)",0.5,0.0301029996658834,south of the Fiji Islands,usp000hf41,None
285,earthquake,2010-07-10T23:04:22.600Z,-30.582,-179.944,406.4,5.2,0.0,"(0.67132867132867136, None)",0.5,0.0301029996658834,Kermadec Islands region,usp000hf4f,None
286,earthquake,2010-07-11T02:24:05.870Z,-61.953,46.445,10,5,0.0,"(0.66898954703832758, None)",0.5,0.0301029996658834,South Indian Ocean,usp000hf4r,None
287,earthquake,2010-07-11T03:00:05.520Z,-30.813,-178.268,60.2,5,0.0,"(0.66666666666666663, None)",0.5,0.0301029996658834,"Kermadec Islands, New Zealand",usp000hf4t,None
288,earthquake,2010-07-11T13:23:40.160Z,-38.965,177.353,37.7,5.1,0.0,"(0.66435986159169547, None)",0.5,0.0301029996658834,North Island of New Zealand,usp000hf5f,None
289,earthquake,2010-07-11T21:08:25.420Z,7.596,91.898,42.8,5.2,1.0,"(0.66551724137931034, None)",0.5,0.0301029996658834,"Nicobar Islands, India region",usp000hf5w,None
290,earthquake,2010-07-12T00:11:21.250Z,-22.146,-68.216,115,6.3,0.0,"(0.66323024054982815, None)",0.5,0.0301029996658834,"Antofagasta, Chile",usp000hf5z,None
291,earthquake,2010-07-12T16:53:06.830Z,6.619,123.397,618,5.3,1.0,"(0.66438356164383561, None)",0.5,0.0301029996658834,"Moro Gulf, Mindanao, Philippines",usp000hf72,None
292,earthquake,2010-07-12T19:24:04.070Z,-43.45,39.932,10,5.2,0.0,"(0.66211604095563137, None)",0.5,0.0301029996658834,Prince Edward Islands region,usp000hf75,None
293,earthquake,2010-07-13T04:26:25.260Z,1.394,97.144,32.6,5.1,0.0,"(0.65986394557823125, None)",0.5,0.0301029996658834,"Nias region, Indonesia",usp000hf7u,None
294,earthquake,2010-07-13T22:21:05.270Z,1.369,97.182,42.9,5,1.0,"(0.66101694915254239, None)",0.5,0.0301029996658834,"Nias region, Indonesia",usp000hf8f,None
295,earthquake,2010-07-13T23:56:30.500Z,-2.433,138.795,31.1,5.7,0.0,"(0.65878378378378377, None)",0.5,0.0301029996658834,"Papua, Indonesia",usp000hf8g,None
296,earthquake,2010-07-14T08:21:14.370Z,-38.098,-73.412,35,5.1,0.0,"(0.65656565656565657, None)",0.5,0.0301029996658834,"Bio-Bio, Chile",usp000hf8x,None
297,earthquake,2010-07-14T08:32:21.490Z,-38.067,-73.31,22,6.6,0.0,"(0.65436241610738255, None)",0.5,0.0301029996658834,"Bio-Bio, Chile",usp000hf8z,None
298,earthquake,2010-07-14T11:01:27.240Z,51.811,-176.113,50.6,5.6,0.0,"(0.65217391304347827, None)",0.5,0.0301029996658834,"Andreanof Islands, Aleutian Islands, Alaska",usp000hf99,None
299,earthquake,2010-07-14T15:05:50.400Z,-38.224,-73.23,35,5.8,0.0,"(0.65000000000000002, None)",0.5,0.0301029996658834,"Bio-Bio, Chile",usp000hf9k,None
300,earthquake,2010-07-15T00:36:02.000Z,-34.153,-72.303,8.8,5.4,0.0,"(0.64784053156146182, None)",0.5,0.0301029996658834,"offshore Libertador O'Higgins, Chile",usp000hfa7,None
301,earthquake,2010-07-15T01:02:02.000Z,-38.133,-74.169,27.2,5,0.0,"(0.64569536423841056, None)",0.5,0.0301029996658834,"offshore Bio-Bio, Chile",usp000hfa8,None
302,earthquake,2010-07-16T00:06:42.520Z,12.826,-88.535,62.4,5.1,0.0,"(0.64356435643564358, None)",0.5,0.0301029996658834,offshore El Salvador,usp000hfb7,None
303,earthquake,2010-07-16T02:25:23.960Z,-21.281,-68.244,120.1,5.1,0.0,"(0.64144736842105265, None)",0.5,0.0301029996658834,"Antofagasta, Chile",usp000hfbc,None
304,earthquake,2010-07-16T05:45:52.540Z,-8.275,118.584,40.4,5.1,0.0,"(0.63934426229508201, None)",0.5,0.0301029996658834,"Sumbawa region, Indonesia",usp000hfbk,None
305,earthquake,2010-07-16T05:58:26.420Z,-8.234,118.591,47.6,5,0.0,"(0.63725490196078427, None)",0.5,0.0301029996658834,"Sumbawa region, Indonesia",usp000hfbm,None
306,earthquake,2010-07-16T08:11:01.900Z,36.81,26.91,165,5.1,0.0,"(0.63517915309446249, None)",0.5,0.0301029996658834,"Dodecanese Islands, Greece",usp000hfbp,None
307,earthquake,2010-07-16T18:53:10.450Z,39.34,23.992,9.1,5,1.0,"(0.63636363636363635, None)",0.5,0.0301029996658834,Aegean Sea,usp000hfc7,None
308,earthquake,2010-07-17T01:03:49.720Z,-5.777,147.109,69.7,5,0.0,"(0.63430420711974111, None)",0.5,0.0301029996658834,"eastern New Guinea region, Papua New Guinea",usp000hfcb,None
309,earthquake,2010-07-17T04:34:00.500Z,-20.676,-178.859,608.3,5.2,0.0,"(0.63225806451612898, None)",0.5,0.0301029996658834,Fiji region,usp000hfch,None
310,earthquake,2010-07-17T06:07:43.550Z,-24.715,-69.817,55,5.5,0.0,"(0.63022508038585212, None)",0.5,0.0301029996658834,"Antofagasta, Chile",usp000hfcn,None
311,earthquake,2010-07-17T16:20:01.580Z,-15.661,-175.223,10,5.6,1.0,"(0.63141025641025639, None)",0.5,0.0301029996658834,Tonga,usp000hfd1,None
312,earthquake,2010-07-17T20:35:31.290Z,-54.295,-136.74,10,5.3,0.0,"(0.62939297124600635, None)",0.5,0.0301029996658834,Pacific-Antarctic Ridge,usp000hfd5,None
313,earthquake,2010-07-18T03:29:37.000Z,-41.947,-73.838,45,5,1.0,"(0.63057324840764328, None)",0.5,0.0301029996658834,"Isla Chiloe, Los Lagos, Chile",usp000hfdk,None
314,earthquake,2010-07-18T05:56:44.930Z,52.876,-169.848,14,6.7,0.0,"(0.62857142857142856, None)",0.5,0.0301029996658834,"Fox Islands, Aleutian Islands, Alaska",usp000hfdm,None
315,earthquake,2010-07-18T13:03:24.500Z,24.131,122.47,26.9,5.1,0.0,"(0.62658227848101267, None)",0.5,0.0301029996658834,Taiwan region,usp000hfk9,None
316,earthquake,2010-07-18T13:04:09.410Z,-5.966,150.428,28,6.9,0.0,"(0.62460567823343849, None)",0.5,0.0301029996658834,"New Britain region, Papua New Guinea",usp000hfka,None
317,earthquake,2010-07-18T13:34:59.360Z,-5.931,150.59,35,7.3,0.0,"(0.62264150943396224, None)",0.5,0.0301029996658834,"New Britain region, Papua New Guinea",usp000hfku,None
318,earthquake,2010-07-18T19:48:04.540Z,52.815,-169.719,10,6,1.0,"(0.62382445141065834, None)",0.5,0.0301029996658834,"Fox Islands, Aleutian Islands, Alaska",usp000hfq4,None
319,earthquake,2010-07-18T20:50:28.250Z,-6.108,150.625,43.1,5.1,1.0,"(0.625, None)",0.5,0.0301029996658834,"New Britain region, Papua New Guinea",usp000hfqd,None
320,earthquake,2010-07-18T22:59:04.000Z,-37.28,-73.844,18.3,5,0.0,"(0.62305295950155759, None)",0.5,0.0301029996658834,"offshore Bio-Bio, Chile",usp000hfqw,None
321,earthquake,2010-07-19T03:01:12.630Z,-6.492,150.197,35,5.4,0.0,"(0.6211180124223602, None)",0.5,0.0301029996658834,"New Britain region, Papua New Guinea",usp000hfsj,None
322,earthquake,2010-07-19T07:24:41.160Z,-6.122,150.458,35,5,0.0,"(0.61919504643962853, None)",0.5,0.0301029996658834,"New Britain region, Papua New Guinea",usp000hfua,None
323,earthquake,2010-07-19T07:25:42.290Z,-6.068,150.495,35.9,5.2,0.0,"(0.61728395061728392, None)",0.5,0.0301029996658834,"New Britain region, Papua New Guinea",usp000hfuc,None
324,earthquake,2010-07-19T08:20:30.210Z,52.655,-169.333,10,5.7,0.0,"(0.61538461538461542, None)",0.5,0.0301029996658834,"Fox Islands, Aleutian Islands, Alaska",usp000hfuq,None
325,earthquake,2010-07-19T08:23:14.320Z,52.717,-169.561,10,5.5,0.0,"(0.61349693251533743, None)",0.5,0.0301029996658834,"Fox Islands, Aleutian Islands, Alaska",usp000hfus,None
326,earthquake,2010-07-19T10:36:59.690Z,-6.228,150.422,35,5,0.0,"(0.6116207951070336, None)",0.5,0.0301029996658834,"New Britain region, Papua New Guinea",usp000hfw1,None
327,earthquake,2010-07-19T14:24:40.540Z,52.724,-169.409,2.5,5.1,0.0,"(0.6097560975609756, None)",0.5,0.0301029996658834,"Fox Islands, Aleutian Islands, Alaska",usp000hfy2,None
328,earthquake,2010-07-19T15:34:22.490Z,-6.064,151.032,46.5,5.2,0.0,"(0.60790273556231, None)",0.5,0.0301029996658834,"New Britain region, Papua New Guinea",usp000hfym,None
329,earthquake,2010-07-19T17:15:04.560Z,49.46,-130.047,10,5.4,0.0,"(0.60606060606060608, None)",0.5,0.0301029996658834,"Vancouver Island, Canada region",usp000hfz8,None
330,earthquake,2010-07-19T19:09:06.620Z,52.781,-169.7,5,5,0.0,"(0.60422960725075525, None)",0.5,0.0301029996658834,"Fox Islands, Aleutian Islands, Alaska",usp000hg02,None
331,earthquake,2010-07-20T08:32:03.590Z,-8.71,157.697,25.3,5,0.0,"(0.60240963855421692, None)",0.5,0.0301029996658834,Solomon Islands,usp000hg4p,None
332,earthquake,2010-07-20T11:06:08.000Z,-55.5,-128.5,10,5,0.0,"(0.60060060060060061, None)",0.5,0.0301029996658834,Pacific-Antarctic Ridge,gcmt20100720110608,None
333,earthquake,2010-07-20T12:53:50.500Z,52.563,-169.341,13.2,5,0.0,"(0.59880239520958078, None)",0.5,0.0301029996658834,"Fox Islands, Aleutian Islands, Alaska",usp000hg5g,None
334,earthquake,2010-07-20T17:19:50.290Z,-29.031,-13.096,10,5.8,0.0,"(0.59701492537313428, None)",0.5,0.0301029996658834,southern Mid-Atlantic Ridge,usp000hg6s,None
335,earthquake,2010-07-20T19:18:20.370Z,-5.902,150.712,24,6.3,0.0,"(0.59523809523809523, None)",0.5,0.0301029996658834,"New Britain region, Papua New Guinea",usp000hg73,None
336,earthquake,2010-07-20T19:38:09.530Z,27.022,53.861,10,5.8,0.0,"(0.59347181008902072, None)",0.5,0.0301029996658834,southern Iran,usp000hg74,None
337,earthquake,2010-07-20T19:50:10.920Z,27.056,53.812,10,5.1,0.0,"(0.59171597633136097, None)",0.5,0.0301029996658834,southern Iran,usp000hg76,None
338,earthquake,2010-07-20T20:31:08.860Z,-6.015,150.696,35,5.6,0.0,"(0.58997050147492625, None)",0.5,0.0301029996658834,"New Britain region, Papua New Guinea",usp000hg7d,None
339,earthquake,2010-07-20T21:06:38.620Z,-22.775,171.759,42.5,5.5,0.0,"(0.58823529411764708, None)",0.5,0.0301029996658834,southeast of the Loyalty Islands,usp000hg7k,None
340,earthquake,2010-07-20T21:50:30.130Z,11.735,125.395,45.9,5,0.0,"(0.5865102639296188, None)",0.5,0.0301029996658834,"Samar, Philippines",usp000hg7y,None
341,earthquake,2010-07-20T23:54:33.440Z,-2.769,141.175,38.5,5.3,0.0,"(0.58479532163742687, None)",0.5,0.0301029996658834,"near the north coast of New Guinea, Papua New Guinea",usp000hg8f,None
342,earthquake,2010-07-21T05:51:46.290Z,52.681,-169.707,4.8,5.1,0.0,"(0.58309037900874638, None)",0.5,0.0301029996658834,"Fox Islands, Aleutian Islands, Alaska",usp000hg9w,None
343,earthquake,2010-07-21T09:16:04.420Z,3.039,128.222,100,6.1,0.0,"(0.58139534883720934, None)",0.5,0.0301029996658834,"north of Halmahera, Indonesia",usp000hgaq,None
344,earthquake,2010-07-21T11:29:45.490Z,-35.576,-104.013,10,5.3,0.0,"(0.57971014492753625, None)",0.5,0.0301029996658834,southeast of Easter Island,usp000hgb4,None
345,earthquake,2010-07-21T22:25:32.490Z,-5.001,101.131,25.7,5.2,1.0,"(0.58092485549132944, None)",0.5,0.0301029996658834,"southwest of Sumatra, Indonesia",usp000hgd2,None
346,earthquake,2010-07-21T22:36:32.990Z,-15.173,168.177,35,5,0.0,"(0.57925072046109505, None)",0.5,0.0301029996658834,Vanuatu,usp000hgd3,None
347,earthquake,2010-07-22T03:54:28.950Z,-6.332,150.45,41,5.1,0.0,"(0.57758620689655171, None)",0.5,0.0301029996658834,"New Britain region, Papua New Guinea",usp000hgeb,None
348,earthquake,2010-07-22T03:58:55.760Z,-6.3,150.552,35,5,0.0,"(0.5759312320916905, None)",0.5,0.0301029996658834,"New Britain region, Papua New Guinea",usp000hgec,None
349,earthquake,2010-07-22T04:45:04.440Z,-2.892,128.048,36.3,5,0.0,"(0.57428571428571429, None)",0.5,0.0301029996658834,"Ceram Sea, Indonesia",usp000hgej,None
350,earthquake,2010-07-22T05:03:56.440Z,-15.132,168.162,6,6.1,0.0,"(0.57264957264957261, None)",0.5,0.0301029996658834,Vanuatu,usp000hgeq,None
351,earthquake,2010-07-22T21:06:34.200Z,35.839,140.413,47,5.1,1.0,"(0.57386363636363635, None)",0.5,0.0301029996658834,"near the east coast of Honshu, Japan",usp000hgh2,None
352,earthquake,2010-07-22T22:26:49.380Z,1.361,126.932,79.5,5.3,0.0,"(0.57223796033994334, None)",0.5,0.0301029996658834,Molucca Sea,usp000hgha,None
353,earthquake,2010-07-22T23:27:10.980Z,26.777,143.119,15.1,5,0.0,"(0.57062146892655363, None)",0.5,0.0301029996658834,"Bonin Islands, Japan region",usp000hghk,None
354,earthquake,2010-07-23T14:34:13.250Z,-4.533,102.451,35,5.1,1.0,"(0.57183098591549297, None)",0.5,0.0301029996658834,"southern Sumatra, Indonesia",usp000hgkk,None
355,earthquake,2010-07-23T18:31:14.710Z,-22.143,170.117,48.5,5.2,0.0,"(0.5702247191011236, None)",0.5,0.0301029996658834,southeast of the Loyalty Islands,usp000hgkz,None
356,earthquake,2010-07-23T22:08:11.250Z,6.718,123.409,607.1,7.3,0.0,"(0.56862745098039214, None)",0.5,0.0301029996658834,"Moro Gulf, Mindanao, Philippines",usp000hgmd,None
357,earthquake,2010-07-23T22:19:35.230Z,6.684,123.571,605.3,5.5,0.0,"(0.56703910614525144, None)",0.5,0.0301029996658834,"Moro Gulf, Mindanao, Philippines",usp000hgme,None
358,earthquake,2010-07-23T22:20:47.360Z,6.867,123.622,617.2,5.2,0.0,"(0.56545961002785516, None)",0.5,0.0301029996658834,"Moro Gulf, Mindanao, Philippines",usp000hgmf,None
